ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Purchase Amount,Currency,Subscription Start Date,Subscription Expiration,Demo User,Free Trial User,Auto Renew,Country,User Type,Lead Platform,Email Subscriber,Push Notifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count,USD Purchase Amount,USD Purchase Amount Clean
8032,ITA,Limited,INITIAL_PURCHASE,Web,41.34,USD,2019-08-20,2020-02-23,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,12,0,0,0,0,41.34,41.34
8036,ITA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-02-05,2020-02-05,No,No,Off,US/Canada,Consumer,Web,No,Yes,4,4,3,2,1,0.0,0.0
8037,DEU,Limited,INITIAL_PURCHASE,Web,30.28,GBP,2018-10-17,2019-04-17,No,No,Off,Europe,Consumer,Web,Yes,Yes,54,13,0,9,0,38.1528,38.1528
8039,ESP,Limited,RENEWAL,Web,35.97,USD,2020-01-02,2020-07-02,Yes,No,On,Other,Consumer,App,No,Yes,2,2,0,1,0,35.97,35.97
8040,ESP,Limited,RENEWAL,Web,79.0,USD,2019-08-13,2020-05-16,No,Yes,Off,Other,Consumer,Web,Yes,Yes,3,3,0,2,0,79.0,79.0
8043,ITA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-19,2019-12-19,No,No,On,US/Canada,Consumer,Web,Yes,Yes,17,0,0,0,0,0.0,0.0
8044,ALL,Lifetime,INITIAL_PURCHASE,Web,299.0,EUR,2020-01-10,2099-01-01,No,No,Off,Europe,Consumer,Web,Yes,Yes,85,83,30,8,4,328.90000000000003,328.90000000000003
8045,ESP,Limited,RENEWAL,Web,35.97,USD,2019-08-24,2020-05-24,No,No,On,US/Canada,Consumer,Web,Yes,Yes,7,6,0,3,0,35.97,35.97
8047,EBR,Limited,INITIAL_PURCHASE,Web,44.5,EUR,2020-02-09,2020-08-09,Yes,No,Off,Europe,Consumer,App,No,Yes,24,24,7,2,1,48.95,48.95
8048,ARA,Limited,INITIAL_PURCHASE,Web,38.34,USD,2019-08-05,2019-11-05,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,38.34,38.34
8049,JPN,Limited,RENEWAL,Web,79.0,USD,2019-05-13,2020-05-13,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,18,17,9,2,1,79.0,79.0
8050,ESC,Limited,RENEWAL,Web,10.83,GBP,2018-12-11,2019-11-20,No,No,Off,Europe,Consumer,Web,Yes,Yes,34,0,0,0,0,13.6458,13.6458
8052,ESP,Limited,INITIAL_PURCHASE,Web,39.32,USD,2019-07-02,2019-10-02,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,81,0,0,0,0,39.32,39.32
8054,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-22,2020-06-22,No,No,On,Other,Consumer,Web,No,Yes,16,5,0,4,0,35.97,35.97
8058,EBR,Limited,INITIAL_PURCHASE,Web,62.3,EUR,2020-03-20,2020-09-24,No,Yes,On,Europe,Consumer,Web,Yes,Yes,43,36,36,1,1,68.53,68.53
8061,NED,Limited,INITIAL_PURCHASE,Web,49.0,EUR,2020-03-18,2020-06-23,No,No,On,Europe,Consumer,Web,Yes,Yes,6,3,0,1,0,53.900000000000006,53.900000000000006
8063,ALL,Limited,INITIAL_PURCHASE,Web,159.0,EUR,2020-03-26,2021-03-26,No,Yes,Off,Europe,Consumer,Web,Yes,Yes,20,16,0,1,0,174.9,174.9
8064,GRK,Limited,INITIAL_PURCHASE,Web,8.57,EUR,2018-11-12,2020-11-12,No,No,Off,Europe,Consumer,Web,Yes,Yes,12,0,0,0,0,9.427000000000001,9.427000000000001
8065,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-25,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,91,0,0,0,0,199.0,199.0
8066,ESC,Limited,RENEWAL,Web,35.97,USD,2019-12-01,2020-06-01,No,No,On,US/Canada,Consumer,Web,Yes,Yes,4,0,0,0,0,35.97,35.97
8069,ALL,Lifetime,INITIAL_PURCHASE,Web,207.9,USD,2020-02-20,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,144,10,3,8,3,207.9,207.9
8070,ARA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-29,2019-12-29,No,No,On,US/Canada,Consumer,Web,Yes,Yes,53,0,0,0,0,0.0,0.0
8071,ALL,Lifetime,INITIAL_PURCHASE,Web,202.23,USD,2020-02-27,2099-01-01,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,129,12,1,9,1,202.23,202.23
8075,ALL,Lifetime,INITIAL_PURCHASE,Web,204.83,USD,2020-02-19,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,62,1,0,1,0,204.83,204.83
8078,ENG,Limited,RENEWAL,Web,79.0,USD,2019-01-18,2020-04-18,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,5,3,0,2,0,79.0,79.0
8079,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,EUR,2020-03-19,2099-01-01,No,No,Off,Europe,Consumer,Web,No,Yes,105,105,86,4,2,218.9,218.9
8083,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-07,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,162,44,5,31,2,199.0,199.0
8085,ESP,Lifetime,INITIAL_PURCHASE,Web,49.0,USD,2019-06-12,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0,49.0,49.0
8087,ESC,Limited,INITIAL_PURCHASE,Web,44.96,USD,2020-03-29,2020-07-04,No,Yes,On,Europe,Consumer,Web,No,Yes,1,0,0,0,0,44.96,44.96
8088,ALL,Lifetime,INITIAL_PURCHASE,Web,217.41,USD,2020-03-05,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,38,26,10,15,5,217.41,217.41
8089,DEU,Limited,RENEWAL,Web,119.0,USD,2019-01-06,2020-07-06,No,No,On,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0,119.0,119.0
8090,DEU,Limited,INITIAL_PURCHASE,Web,38.4,USD,2020-02-18,2020-05-18,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,111,10,5,5,2,38.4,38.4
8093,ESP,Limited,RENEWAL,Web,35.97,USD,2020-01-04,2020-07-07,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,10,0,0,0,0,35.97,35.97
8094,ALL,Lifetime,INITIAL_PURCHASE,Web,212.33,USD,2020-03-21,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,9,8,0,2,0,212.33,212.33
8095,ENG,Limited,INITIAL_PURCHASE,Web,39.5,USD,2019-12-21,2020-03-21,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,16,5,0,3,0,39.5,39.5
8101,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-03-08,2019-09-08,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,57,0,0,0,0,0.0,0.0
8102,JPN,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-08-07,2020-02-22,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,44,5,3,2,1,35.97,35.97
8105,ESP,Limited,RENEWAL,Web,79.0,USD,2018-11-18,2019-12-02,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,75,5,0,2,0,79.0,79.0
8106,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-23,2019-12-23,No,No,Off,US/Canada,Consumer,Web,No,Yes,76,1,0,1,0,0.0,0.0
8108,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-07,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,65,46,13,27,5,199.0,199.0
8110,ESP,Limited,RENEWAL,Web,119.0,USD,2019-04-17,2020-04-17,Yes,No,Off,US/Canada,Consumer,App,No,Yes,2,2,0,1,0,119.0,119.0
8113,ESC,Limited,RENEWAL,Web,35.97,USD,2019-03-17,2020-06-17,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,5,3,0,2,0,35.97,35.97
8114,ALL,Lifetime,INITIAL_PURCHASE,Web,208.95,USD,2020-02-29,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,6,0,0,0,0,208.95,208.95
8115,ALL,Lifetime,INITIAL_PURCHASE,Web,198.45,USD,2020-03-08,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,190,44,36,9,1,198.45,198.45
8117,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-11-30,2020-02-29,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,27,0,0,0,0,35.97,35.97
8118,TGL,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-04-28,2021-04-28,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,3,2,0,1,0,0.0,0.0
8122,KOR,Limited,INITIAL_PURCHASE,Web,39.17,USD,2019-08-21,2020-02-29,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,24,0,0,0,0,39.17,39.17
8125,ITA,Limited,RENEWAL,Web,49.0,EUR,2020-01-07,2020-07-13,No,Yes,On,Europe,Consumer,Web,No,Yes,16,7,4,5,2,53.900000000000006,53.900000000000006
8129,ITA,Limited,INITIAL_PURCHASE,Web,8.29,GBP,2018-11-08,2020-11-08,No,No,On,Europe,Consumer,Web,Yes,Yes,18,0,0,0,0,10.4454,10.4454
8131,ALL,Lifetime,INITIAL_PURCHASE,Web,200.81,USD,2020-02-23,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,141,40,16,17,6,200.81,200.81
8133,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-01,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,79,17,6,11,2,199.0,199.0
8134,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,2020-03-16,2021-03-16,No,No,On,Other,Other,Unknown,No,No,7,0,0,0,0,95.88,95.88
8138,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-05-05,2019-08-05,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,102,2,0,2,0,0.0,0.0
8140,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-08-01,2019-11-01,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,8,0,0,0,0,35.97,35.97
8142,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-02-21,2020-05-21,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,20,10,4,2,1,35.97,35.97
8143,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-06-11,2019-09-30,No,Yes,Off,Other,Consumer,App,Yes,Yes,110,2,1,2,1,35.97,35.97
8149,ITA,Limited,RENEWAL,Web,119.0,USD,2019-02-11,2020-08-11,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,13,6,0,2,0,119.0,119.0
8153,TGL,Limited,RENEWAL,Web,40.83,GBP,2019-10-31,2020-05-11,No,Yes,On,Europe,Consumer,Web,No,Yes,1,1,0,1,0,51.4458,51.4458
8157,ALL,Lifetime,INITIAL_PURCHASE,Web,201.47,USD,2020-01-08,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,45,35,20,8,1,201.47,201.47
8164,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-14,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,No,Yes,11,8,5,3,1,199.0,199.0
8169,DEU,Limited,RENEWAL,Web,35.97,USD,2019-08-29,2020-05-29,No,No,On,US/Canada,Consumer,Web,Yes,Yes,3,1,0,1,0,35.97,35.97
8173,ARA,Limited,INITIAL_PURCHASE,Web,79.5,GBP,2020-03-17,2021-03-17,No,No,Off,Europe,Consumer,Web,Yes,Yes,2,2,1,2,1,100.17,100.17
8177,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-16,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,28,16,7,13,6,199.0,199.0
8181,ALL,Lifetime,INITIAL_PURCHASE,Web,209.95,USD,2020-02-21,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,7,0,0,0,0,209.95,209.95
8183,VIE,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-02-18,2020-02-18,No,No,On,US/Canada,Consumer,Web,No,Yes,47,5,5,2,2,0.0,0.0
8184,POR,Limited,RENEWAL,Web,35.97,USD,2018-12-31,2020-06-30,No,No,On,US/Canada,Consumer,Web,Yes,Yes,12,11,0,2,0,35.97,35.97
8185,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,2020-03-25,2021-03-25,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,15,2,0,1,0,95.88,95.88
8186,ESP,Limited,INITIAL_PURCHASE,Web,37.81,USD,2019-09-15,2019-12-15,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,154,3,0,3,0,37.81,37.81
8187,ESP,Lifetime,INITIAL_PURCHASE,Web,0.0,USD,2018-12-15,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0,0.0,0.0
8196,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,2019-12-05,2020-09-11,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,4,1,0,1,0,65.94,65.94
8199,ALL,Lifetime,INITIAL_PURCHASE,Web,199.21,USD,2020-03-07,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,136,6,4,3,1,199.21,199.21
8205,LAT,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-04-15,2020-04-15,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,4,0,0,0,0,0.0,0.0
8207,ESP,Limited,INITIAL_PURCHASE,Web,37.95,USD,2020-02-15,2020-05-15,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,41,13,0,4,0,37.95,37.95
8215,RUS,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-12-19,2020-03-19,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,18,0,0,0,0,35.97,35.97
8219,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-03-02,2099-01-01,No,No,Off,Other,Consumer,Web,No,Yes,42,7,2,4,1,189.0,189.0
8222,FRA,Limited,INITIAL_PURCHASE,Web,42.0,GBP,2019-11-24,2020-05-19,No,Yes,On,Europe,Consumer,Web,No,Yes,20,8,8,1,1,52.92,52.92
8225,ITA,Limited,INITIAL_PURCHASE,Web,41.46,USD,2019-12-08,2020-03-08,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,27,4,0,4,0,41.46,41.46
8226,ALL,Lifetime,INITIAL_PURCHASE,Web,214.92,USD,2020-03-05,2099-01-01,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,54,11,4,8,1,214.92,214.92
8229,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-02-25,2099-01-01,No,Yes,Off,US/Canada,Consumer,Web,No,Yes,1,1,0,1,0,189.0,189.0
8235,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-07,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,8,0,0,0,0,199.0,199.0
8239,ESP,Limited,RENEWAL,Web,79.0,USD,2019-07-30,2020-06-28,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,14,0,0,0,0,79.0,79.0
8240,ENG,Limited,RENEWAL,Web,119.0,USD,2018-10-03,2020-10-22,No,No,On,Other,Consumer,Web,No,Yes,1,0,0,0,0,119.0,119.0
8244,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,2019-11-18,2020-11-18,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,3,1,0,1,0,65.94,65.94
8252,ITA,Limited,RENEWAL,Web,79.0,USD,2019-06-17,2019-12-30,No,Yes,Off,US/Canada,Consumer,Web,No,Yes,88,1,0,1,0,79.0,79.0
8253,TGL,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-11-27,2019-12-06,No,No,On,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0,0.0,0.0
8256,ESP,Limited,RENEWAL,Web,35.97,USD,2019-07-14,2020-07-18,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,3,0,0,0,0,35.97,35.97
8257,ESP,Limited,INITIAL_PURCHASE,Web,143.76,USD,2019-12-05,2021-12-05,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,5,2,2,1,1,143.76,143.76
8258,TGL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2019-09-24,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0,189.0,189.0
8259,ESP,Limited,RENEWAL,Web,35.97,USD,2020-01-04,2020-07-04,No,No,On,US/Canada,Consumer,Web,Yes,Yes,35,34,15,8,3,35.97,35.97
4910,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-24,2019-12-24,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,202,27,24,4,1,0.0,0.0
8260,ALL,Limited,INITIAL_PURCHASE,Web,102.35,USD,2020-03-29,2021-03-29,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,12,8,8,1,1,102.35,102.35
8261,ESP,Limited,RENEWAL,Web,35.97,USD,2020-01-02,2020-07-02,No,No,On,US/Canada,Consumer,Web,Yes,Yes,7,0,0,0,0,35.97,35.97
8263,ITA,Limited,INITIAL_PURCHASE,Web,38.06,USD,2019-10-21,2020-01-21,No,Yes,Off,US/Canada,Consumer,Web,No,Yes,2,1,0,1,0,38.06,38.06
8265,GRK,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-29,2019-12-29,No,No,Off,Europe,Consumer,Web,No,Yes,68,67,50,4,2,0.0,0.0
8266,CHI,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-03-25,2020-03-13,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,9,8,6,2,1,0.0,0.0
8268,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,2019-11-02,2020-05-02,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,8,8,0,4,0,65.94,65.94
8271,ALL,Lifetime,INITIAL_PURCHASE,Web,110.0,EUR,2020-03-31,2099-01-01,No,No,Off,Europe,Consumer,Web,Yes,Yes,69,69,64,4,3,121.00000000000001,121.00000000000001
8273,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-01-23,2020-04-23,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,21,10,7,5,2,35.97,35.97
8274,ESP,Limited,INITIAL_PURCHASE,Web,38.06,USD,2020-03-20,2020-06-20,No,No,On,US/Canada,Consumer,Web,Yes,Yes,187,53,6,38,3,38.06,38.06
8278,ESP,Limited,RENEWAL,Web,35.97,USD,2019-07-15,2020-07-18,No,No,On,Other,Consumer,Web,Yes,Yes,2,0,0,0,0,35.97,35.97
8279,ARA,Limited,INITIAL_PURCHASE,Web,37.81,USD,2020-03-26,2020-07-04,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,2,2,0,1,0,37.81,37.81
8280,ESP,Limited,INITIAL_PURCHASE,Web,42.35,USD,2019-07-31,2019-11-03,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,191,12,0,9,0,42.35,42.35
8284,ENG,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-03-17,2019-06-17,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,46,0,0,0,0,0.0,0.0
8286,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-03-02,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,151,138,61,59,14,189.0,189.0
8289,HEB,Limited,INITIAL_PURCHASE,Web,8.29,GBP,2018-11-09,2020-11-09,No,No,Off,Europe,Consumer,Web,Yes,Yes,19,0,0,0,0,10.4454,10.4454
8290,ESP,Limited,RENEWAL,Web,74.17,GBP,2019-04-16,2020-09-24,Yes,No,On,Europe,Consumer,Web,No,Yes,2,1,0,1,0,93.4542,93.4542
8292,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-03-05,2099-01-01,No,No,Off,Other,Consumer,Web,No,Yes,5,5,0,1,0,189.0,189.0
8294,FRA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-01-02,2020-01-02,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,70,1,0,1,0,0.0,0.0
8298,DEU,Limited,INITIAL_PURCHASE,Web,8.29,GBP,2018-12-25,2020-12-25,No,No,On,Europe,Consumer,Web,Yes,Yes,53,15,0,8,0,10.4454,10.4454
5775,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-03-20,2099-01-01,Yes,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,6,5,0,2,0,189.0,189.0
8309,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-03-06,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,142,17,3,10,2,189.0,189.0
8311,HEB,Limited,INITIAL_PURCHASE,Web,39.5,USD,2019-11-26,2020-02-26,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,12,1,1,1,1,39.5,39.5
8315,ENG,Limited,RENEWAL,Web,35.97,USD,2020-01-04,2020-07-04,No,No,On,US/Canada,Consumer,Web,Yes,Yes,9,0,0,0,0,35.97,35.97
8318,CHI,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-01-26,2020-04-29,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,29,24,9,8,2,35.97,35.97
8323,JPN,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-02-09,2020-05-09,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,8,0,0,0,0,35.97,35.97
8325,DEU,Limited,INITIAL_PURCHASE,Web,37.77,USD,2020-02-07,2020-05-07,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,14,0,0,0,0,37.77,37.77
8328,TGL,Limited,INITIAL_PURCHASE,Web,134.46,USD,2019-09-10,2021-09-10,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,4,2,0,1,0,134.46,134.46
8329,FAR,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-07-14,2020-04-06,No,Yes,Off,US/Canada,Consumer,Web,No,Yes,15,10,4,5,2,39.0,39.0
8331,ESC,Limited,INITIAL_PURCHASE,Web,79.5,GBP,2020-03-25,2021-03-28,No,Yes,On,Europe,Consumer,Web,No,Yes,1,0,0,0,0,100.17,100.17
8334,SVE,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-24,2019-12-24,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,184,21,3,13,2,0.0,0.0
8335,ESP,Limited,RENEWAL,Web,119.0,USD,2019-04-27,2020-04-27,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,5,5,0,2,0,119.0,119.0
8336,VIE,Limited,INITIAL_PURCHASE,Web,49.0,GBP,2020-02-18,2020-06-16,No,Yes,On,Europe,Consumer,Web,No,Yes,1,0,0,0,0,61.74,61.74
8340,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-05-22,2019-08-22,No,No,On,Other,Other,Unknown,No,No,39,0,0,0,0,0.0,0.0
8341,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-02-28,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,6,0,0,0,0,199.0,199.0
8346,FRA,Limited,INITIAL_PURCHASE,Web,79.0,USD,2019-11-14,2020-02-14,Yes,No,Off,US/Canada,Consumer,App,No,Yes,4,3,0,1,0,79.0,79.0
8347,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-02-29,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,71,30,5,13,3,189.0,189.0
8349,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-07-29,2019-10-29,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,129,1,0,1,0,35.97,35.97
8350,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-02-24,2099-01-01,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,8,0,0,0,0,199.0,199.0
8355,EBR,Limited,INITIAL_PURCHASE,Web,49.0,EUR,2020-03-04,2020-06-07,No,Yes,On,Europe,Consumer,Web,No,Yes,497,471,454,15,8,53.900000000000006,53.900000000000006
8357,ENG,Limited,INITIAL_PURCHASE,Web,152.75,USD,2019-09-16,2021-09-16,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,2,1,0,1,0,152.75,152.75
8361,ALL,Lifetime,INITIAL_PURCHASE,Web,212.13,USD,2020-02-22,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,7,5,0,2,0,212.13,212.13
8363,DEU,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-11-02,2019-11-02,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,210,79,0,62,0,0.0,0.0
8364,ITA,Limited,INITIAL_PURCHASE,Web,119.5,EUR,2020-03-19,2022-03-19,No,No,On,Europe,Consumer,Web,No,Yes,4,4,0,1,0,131.45000000000002,131.45000000000002
8365,ESP,Limited,INITIAL_PURCHASE,Web,38.58,USD,2020-02-12,2020-06-03,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,37,3,0,1,0,38.58,38.58
8366,HEB,Limited,INITIAL_PURCHASE,Web,8.29,GBP,2018-10-28,2020-10-28,Yes,No,On,Europe,Consumer,App,Yes,Yes,18,0,0,0,0,10.4454,10.4454
8370,ESP,Limited,INITIAL_PURCHASE,Web,38.06,USD,2019-08-20,2019-11-23,No,Yes,On,US/Canada,Consumer,Web,No,Yes,40,2,1,2,1,38.06,38.06
8382,HEB,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-15,2020-06-18,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,6,0,0,0,0,35.97,35.97
8383,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-03-02,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,187,107,27,64,4,189.0,189.0
8385,ALL,Limited,INITIAL_PURCHASE,Web,128.14,USD,2020-03-30,2022-03-30,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,8,2,2,1,1,128.14,128.14
8387,DEU,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-03-10,2019-09-10,No,No,On,US/Canada,Consumer,Web,Yes,Yes,45,0,0,0,0,0.0,0.0
8388,ESP,Limited,INITIAL_PURCHASE,Web,38.4,USD,2020-03-30,2020-07-06,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0,38.4,38.4
8392,ALL,Lifetime,INITIAL_PURCHASE,Web,212.13,USD,2020-03-22,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,32,31,0,2,0,212.13,212.13
8394,SVE,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-11-28,2019-05-28,No,No,On,Other,Consumer,Web,Yes,Yes,1,0,0,0,0,0.0,0.0
8395,ESC,Limited,INITIAL_PURCHASE,Web,24.5,GBP,2019-07-12,2019-10-24,No,No,Off,Europe,Consumer,Web,Yes,Yes,3,3,0,2,0,30.87,30.87
8398,ESP,Limited,INITIAL_PURCHASE,Web,39.16,USD,2020-03-21,2020-06-24,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,9,5,0,4,0,39.16,39.16
8399,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-03-10,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,114,89,19,53,9,189.0,189.0
