ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Purchase Amount,Currency,Subscription Start Date,Subscription Expiration,Demo User,Free Trial User,Auto Renew,Country,User Type,Lead Platform,Email Subscriber,Push Notifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count,USD Purchase Amount,USD Purchase Amount Clean
33717,ESP,Limited,RENEWAL,Web,119.0,USD,2019-09-13,2020-09-13,No,No,On,Other,Other,Unknown,No,No,4,0,0,0,0,119.0,119.0
33718,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-08-25,2019-11-25,No,No,Off,Other,Other,Unknown,No,No,30,0,0,0,0,35.97,35.97
33719,TGL,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-27,2020-12-27,No,No,On,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0,0.0,0.0
33721,ALL,Lifetime,INITIAL_PURCHASE,Web,214.92,USD,2020-03-27,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,5,0,0,0,0,214.92,214.92
33722,FRA,Limited,RENEWAL,Web,79.0,USD,2019-05-17,2020-05-17,No,No,On,Other,Other,Unknown,No,No,4,0,0,0,0,79.0,79.0
33723,ESP,Limited,INITIAL_PURCHASE,Web,83.74,USD,2019-10-08,2020-01-11,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,76,0,0,0,0,83.74,83.74
33726,RUS,Limited,RENEWAL,Web,79.0,USD,2019-06-17,2020-03-17,No,No,Off,Other,Other,Unknown,No,No,21,5,3,2,1,79.0,79.0
33728,ALL,Lifetime,INITIAL_PURCHASE,Web,211.44,USD,2020-03-29,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,4,4,0,2,0,211.44,211.44
33729,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-24,2020-07-10,No,Yes,On,US/Canada,Consumer,Web,Yes,Yes,5,2,0,2,0,35.97,35.97
33730,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-13,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,8,3,3,1,1,199.0,199.0
33731,ESP,Limited,INITIAL_PURCHASE,Web,39.3,USD,2019-07-26,2019-10-26,No,No,Off,Other,Other,Unknown,No,No,22,0,0,0,0,39.3,39.3
33732,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-11,2099-01-01,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,6,0,0,0,0,199.0,199.0
33734,FRA,Limited,RENEWAL,Web,35.97,USD,2019-09-18,2020-06-18,No,No,On,Other,Other,Unknown,No,No,10,8,0,2,0,35.97,35.97
33736,POL,Limited,RENEWAL,Web,35.97,USD,2019-12-18,2020-06-18,No,No,On,Other,Other,Unknown,No,No,2,1,0,1,0,35.97,35.97
33737,JPN,Limited,RENEWAL,Web,10.0,GBP,2019-03-18,2020-05-19,No,No,On,Other,Other,Unknown,No,No,6,0,0,0,0,12.6,12.6
33740,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-03-09,2019-09-09,No,No,Off,Other,Other,Unknown,No,No,54,24,0,22,0,0.0,0.0
33741,ALL,Limited,INITIAL_PURCHASE,Web,91.09,USD,2020-03-31,2021-03-31,No,No,On,Other,Other,Unknown,No,No,1,0,0,0,0,91.09,91.09
33743,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-11-30,2019-02-28,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,40,0,0,0,0,0.0,0.0
33744,ALL,Lifetime,INITIAL_PURCHASE,Web,210.94,USD,2020-02-25,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,4,0,0,0,0,210.94,210.94
33747,ALL,Lifetime,INITIAL_PURCHASE,Web,210.94,USD,2020-03-19,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,6,6,0,3,0,210.94,210.94
33748,FRA,Limited,RENEWAL,Web,79.0,USD,2019-05-11,2019-11-11,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,47,0,0,0,0,79.0,79.0
33751,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-02-24,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,7,2,0,1,0,199.0,199.0
33752,DEU,Limited,INITIAL_PURCHASE,Web,11.04,GBP,2019-03-18,2020-03-18,No,No,Off,Other,Other,Unknown,No,No,5,5,0,2,0,13.9104,13.9104
33753,ESP,Limited,RENEWAL,Web,119.0,USD,2019-10-13,2020-10-13,No,No,On,Other,Other,Unknown,No,No,4,2,0,2,0,119.0,119.0
33754,RUS,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-10-16,2019-01-16,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,17,0,0,0,0,0.0,0.0
33755,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-01-08,2020-01-08,No,No,Off,Other,Other,Unknown,No,No,3,0,0,0,0,0.0,0.0
33759,FRA,Limited,INITIAL_PURCHASE,Web,95.88,USD,2019-06-24,2020-06-24,No,No,Off,Other,Other,Unknown,No,No,5,4,0,2,0,95.88,95.88
33761,ALL,Lifetime,INITIAL_PURCHASE,Web,212.93,USD,2020-03-23,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,6,2,0,2,0,212.93,212.93
33762,GRK,Limited,RENEWAL,Web,6.67,GBP,2019-02-28,2020-04-28,No,No,On,Other,Other,Unknown,No,No,14,9,0,2,0,8.4042,8.4042
33764,ALL,Lifetime,INITIAL_PURCHASE,Web,197.91,USD,2020-02-19,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,12,0,0,0,0,197.91,197.91
33765,ITA,Limited,INITIAL_PURCHASE,Web,119.5,EUR,2020-03-27,2022-03-27,No,No,On,Other,Other,Unknown,No,No,4,1,0,1,0,131.45000000000002,131.45000000000002
33767,KOR,Limited,RENEWAL,Web,79.0,USD,2019-04-12,2019-10-12,No,No,Off,Other,Other,Unknown,No,No,35,0,0,0,0,79.0,79.0
33769,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-16,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,6,0,0,0,0,199.0,199.0
33770,NED,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-11-03,2020-02-03,No,No,Off,Other,Other,Unknown,No,No,2,1,0,1,0,35.97,35.97
33781,ESP,Limited,RENEWAL,Web,35.97,USD,2019-09-28,2020-06-28,No,No,Off,Other,Other,Unknown,No,No,11,9,0,3,0,35.97,35.97
33782,ALL,Lifetime,INITIAL_PURCHASE,Web,211.44,USD,2020-03-06,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,6,1,0,1,0,211.44,211.44
33786,HEB,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-10-24,2019-10-24,No,No,Off,US/Canada,Consumer,Web,No,Yes,52,7,1,6,1,0.0,0.0
33787,ITA,Limited,RENEWAL,Web,79.0,USD,2019-07-18,2020-01-18,Yes,No,Off,Other,Other,Unknown,No,No,35,4,0,2,0,79.0,79.0
33788,ESP,Limited,RENEWAL,Web,119.0,USD,2019-10-17,2020-10-17,No,No,On,Other,Other,Unknown,No,No,4,1,0,1,0,119.0,119.0
33791,FRA,Limited,RENEWAL,Web,10.83,GBP,2019-05-06,2020-05-06,No,No,On,Other,Other,Unknown,No,No,10,7,0,1,0,13.6458,13.6458
33794,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-11-15,2020-02-15,No,No,On,Other,Other,Unknown,No,No,7,0,0,0,0,35.97,35.97
33795,ITA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-07-23,2019-10-23,No,No,Off,Other,Other,Unknown,No,No,46,0,0,0,0,35.97,35.97
33797,FRA,Limited,RENEWAL,Web,35.97,USD,2019-05-15,2020-05-23,No,No,On,Other,Other,Unknown,No,No,3,1,0,1,0,35.97,35.97
33798,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-01-10,2020-01-10,No,No,Off,Other,Other,Unknown,No,No,19,3,0,2,0,0.0,0.0
33802,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-02-20,2020-05-20,No,No,On,Other,Other,Unknown,No,No,14,14,13,3,2,35.97,35.97
33804,ESC,Limited,INITIAL_PURCHASE,Web,20.87,EUR,2019-01-23,2020-01-23,No,No,On,Other,Other,Unknown,No,No,1,1,0,1,0,22.957000000000004,22.957000000000004
33806,EBR,Limited,INITIAL_PURCHASE,Web,38.66,EUR,2018-10-11,2019-03-11,Yes,No,Off,Europe,Consumer,App,Yes,Yes,14,0,0,0,0,42.525999999999996,42.525999999999996
33807,ITA,Limited,RENEWAL,Web,43.2,EUR,2019-10-07,2020-04-07,No,No,On,Other,Other,Unknown,No,No,3,3,0,2,0,47.52000000000001,47.52000000000001
33808,FRA,Limited,RENEWAL,Web,119.0,USD,2019-09-08,2020-09-08,No,No,On,Other,Other,Unknown,No,No,5,1,0,1,0,119.0,119.0
33810,POL,Limited,INITIAL_PURCHASE,Web,15.83,USD,2018-11-04,2019-01-04,No,No,Off,Europe,Consumer,Web,Yes,Yes,42,0,0,0,0,15.83,15.83
33814,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-05,2019-12-05,No,No,On,US/Canada,Consumer,Web,Yes,Yes,31,0,0,0,0,0.0,0.0
33815,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-25,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,28,21,1,10,1,199.0,199.0
33816,ESC,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-01-30,2019-04-30,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,74,7,0,5,0,0.0,0.0
33820,TGL,Limited,RENEWAL,Web,179.0,USD,2019-02-02,2021-02-02,No,No,On,Other,Other,Unknown,No,No,6,6,4,2,1,179.0,179.0
33821,CHI,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-03-06,2019-09-06,No,No,Off,Other,Other,Unknown,No,No,21,0,0,0,0,0.0,0.0
33822,ENG,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-01-19,2019-04-21,No,No,On,US/Canada,Consumer,Web,Yes,Yes,212,135,0,114,0,0.0,0.0
33823,ALL,Lifetime,INITIAL_PURCHASE,Web,212.13,USD,2020-03-07,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,7,2,0,1,0,212.13,212.13
33827,ENG,Limited,INITIAL_PURCHASE,Web,39.5,USD,2019-11-25,2020-02-25,No,No,Off,Other,Other,Unknown,No,No,2,0,0,0,0,39.5,39.5
33828,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-10-18,2019-11-18,No,No,On,US/Canada,Consumer,Web,Yes,Yes,328,276,0,142,0,0.0,0.0
33830,ITA,Limited,INITIAL_PURCHASE,Web,95.88,USD,2019-07-26,2020-07-26,No,No,Off,Other,Other,Unknown,No,No,1,0,0,0,0,95.88,95.88
33833,FRA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-03-14,2020-03-14,No,No,Off,Other,Other,Unknown,No,No,8,0,0,0,0,0.0,0.0
33834,NED,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-30,2019-03-30,No,No,On,US/Canada,Consumer,Web,Yes,Yes,170,1,0,1,0,0.0,0.0
33835,ALL,Limited,RENEWAL,Web,179.0,USD,2019-04-14,2021-04-14,No,No,Off,Other,Other,Unknown,No,No,4,0,0,0,0,179.0,179.0
33836,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-02-21,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,7,1,0,1,0,199.0,199.0
33837,DEU,Limited,INITIAL_PURCHASE,Web,39.2,EUR,2020-01-28,2020-04-28,No,No,On,Other,Other,Unknown,No,No,12,1,0,1,0,43.120000000000005,43.120000000000005
33838,RUS,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-10-15,2019-07-15,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,255,145,10,81,1,0.0,0.0
33839,FRA,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-12-03,2020-03-03,No,No,Off,Other,Other,Unknown,No,No,1,0,0,0,0,39.0,39.0
33843,ESC,Limited,RENEWAL,Web,16.81,EUR,2019-04-14,2020-05-14,No,No,On,Other,Other,Unknown,No,No,3,3,0,1,0,18.491,18.491
33844,ENG,Limited,INITIAL_PURCHASE,Web,53.4,EUR,2019-09-16,2020-03-16,No,No,Off,Other,Other,Unknown,No,No,1,0,0,0,0,58.74,58.74
33845,CHI,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-02-18,2019-05-18,No,No,Off,Other,Other,Unknown,No,No,4,4,0,1,0,0.0,0.0
33846,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-23,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,7,3,0,2,0,199.0,199.0
33849,ESP,Limited,RENEWAL,Web,35.97,USD,2019-03-30,2020-07-04,No,No,On,Other,Other,Unknown,No,No,4,2,0,1,0,35.97,35.97
33850,ARA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-02-26,2020-05-26,No,No,On,Other,Other,Unknown,No,No,7,4,0,4,0,35.97,35.97
33851,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-05-29,2019-11-29,No,No,On,Other,Other,Unknown,No,No,17,0,0,0,0,0.0,0.0
33852,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-10-27,2020-01-27,No,No,Off,Other,Other,Unknown,No,No,13,1,0,1,0,35.97,35.97
33854,ALL,Lifetime,INITIAL_PURCHASE,Web,210.94,USD,2020-03-18,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,14,14,0,3,0,210.94,210.94
33855,ENG,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-02-04,2019-05-04,No,No,On,Other,Other,Unknown,No,No,51,1,0,1,0,0.0,0.0
33856,EBR,Limited,INITIAL_PURCHASE,Web,0.0,EUR,2019-03-16,2020-03-16,No,No,On,Other,Other,Unknown,No,No,1,1,0,1,0,0.0,0.0
33857,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-10-28,2019-05-06,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,194,191,0,188,0,0.0,0.0
33858,FRA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-06-05,2019-12-05,No,No,Off,Other,Other,Unknown,No,No,32,6,0,3,0,0.0,0.0
33859,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-06-07,2019-09-07,No,No,Off,Other,Other,Unknown,No,No,35,2,0,1,0,0.0,0.0
33861,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-01-12,2020-01-12,No,No,Off,Other,Other,Unknown,No,No,15,0,0,0,0,0.0,0.0
33862,FRA,Limited,INITIAL_PURCHASE,Web,39.16,USD,2020-03-23,2020-06-23,No,No,On,Other,Other,Unknown,No,No,10,5,0,2,0,39.16,39.16
33864,ALL,Lifetime,INITIAL_PURCHASE,Web,217.41,USD,2020-03-05,2099-01-01,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,6,1,0,1,0,217.41,217.41
33868,ALL,Lifetime,INITIAL_PURCHASE,Web,244.3,EUR,2020-03-26,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,1,0,0,0,0,268.73,268.73
33869,ITA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-02-15,2019-08-15,No,No,Off,Other,Other,Unknown,No,No,39,1,0,1,0,0.0,0.0
33870,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-04-11,2020-01-11,No,No,On,Other,Other,Unknown,No,No,13,0,0,0,0,0.0,0.0
33872,DEU,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-11-18,2019-11-18,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,101,0,0,0,0,0.0,0.0
33873,ITA,Limited,RENEWAL,Web,119.0,USD,2019-02-18,2020-08-18,No,No,On,Other,Other,Unknown,No,No,3,1,0,1,0,119.0,119.0
33874,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-02-20,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,7,3,0,3,0,199.0,199.0
33875,ESP,Limited,RENEWAL,Web,79.0,USD,2019-07-25,2020-01-26,No,No,Off,Other,Other,Unknown,No,No,10,0,0,0,0,79.0,79.0
33879,ALL,Lifetime,INITIAL_PURCHASE,Web,217.41,USD,2020-02-28,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,6,1,0,1,0,217.41,217.41
33881,ENG,Limited,RENEWAL,Web,119.0,USD,2019-03-01,2020-09-01,No,No,On,Other,Other,Unknown,No,No,2,0,0,0,0,119.0,119.0
33882,FRA,Limited,INITIAL_PURCHASE,Web,65.94,USD,2019-10-27,2020-04-27,No,No,Off,Other,Other,Unknown,No,No,7,5,1,4,1,65.94,65.94
33884,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-29,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,2,0,0,0,0,199.0,199.0
33888,TUR,Lifetime,INITIAL_PURCHASE,Web,0.0,USD,2018-12-28,2099-01-01,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,1,0,0,0,0,0.0,0.0
33889,ESP,Limited,RENEWAL,Web,119.0,USD,2019-08-12,2020-08-12,No,No,Off,Other,Other,Unknown,No,No,14,9,0,3,0,119.0,119.0
33891,FRA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-03-03,2019-06-03,No,No,On,US/Canada,Consumer,Web,Yes,Yes,155,0,0,0,0,0.0,0.0
33892,DEU,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-06-03,2021-06-03,No,No,Off,Other,Other,Unknown,No,No,4,0,0,0,0,0.0,0.0
33894,EBR,Limited,INITIAL_PURCHASE,Web,53.4,EUR,2020-03-14,2020-09-14,No,No,On,Other,Other,Unknown,No,No,7,3,0,2,0,58.74,58.74
33898,ESP,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-12-03,2020-03-03,No,No,Off,Other,Other,Unknown,No,No,34,34,2,16,1,39.0,39.0
33900,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-03-02,2019-06-02,No,No,On,Other,Other,Unknown,No,No,41,0,0,0,0,0.0,0.0
33901,ESP,Limited,RENEWAL,Web,79.0,USD,2019-07-26,2020-01-26,No,No,Off,US/Canada,Consumer,Web,No,Yes,40,14,2,7,1,79.0,79.0
33903,JPN,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-30,2020-06-30,No,No,On,Other,Other,Unknown,No,No,2,2,0,1,0,35.97,35.97
33904,FRA,Limited,RENEWAL,Web,16.81,EUR,2019-02-19,2020-04-19,No,No,Off,Other,Other,Unknown,No,No,4,0,0,0,0,18.491,18.491
33905,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-02-21,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,6,0,0,0,0,199.0,199.0
33913,ESC,Limited,RENEWAL,Web,10.92,EUR,2019-04-04,2020-05-04,No,No,On,Other,Other,Unknown,No,No,1,1,0,1,0,12.012,12.012
33918,ITA,Limited,INITIAL_PURCHASE,Web,13.94,EUR,2018-12-29,2020-04-04,No,No,Off,Other,Other,Unknown,No,No,2,0,0,0,0,15.334000000000001,15.334000000000001
33921,HIN,Limited,RENEWAL,Web,35.97,USD,2019-12-22,2020-06-22,No,No,On,Other,Other,Unknown,No,No,7,4,0,1,0,35.97,35.97
33922,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-10-03,2019-01-03,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,48,0,0,0,0,0.0,0.0
33923,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-28,2019-06-28,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,46,0,0,0,0,0.0,0.0
33925,ESP,Limited,RENEWAL,Web,79.0,USD,2019-07-05,2020-01-05,No,No,Off,Other,Other,Unknown,No,No,18,0,0,0,0,79.0,79.0
33926,ESP,Limited,RENEWAL,Web,35.97,USD,2019-09-23,2020-06-23,No,No,On,Other,Other,Unknown,No,No,5,3,1,3,1,35.97,35.97
33928,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-10-29,2020-01-29,No,No,Off,Other,Other,Unknown,No,No,1,1,0,1,0,35.97,35.97
33929,TGL,Limited,INITIAL_PURCHASE,Web,95.88,USD,2019-11-18,2020-11-18,No,No,On,Other,Other,Unknown,No,No,3,2,0,1,0,95.88,95.88
33930,CHI,Lifetime,INITIAL_PURCHASE,Web,169.0,GBP,2020-02-16,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,1,1,0,1,0,212.94,212.94
33931,ITA,Lifetime,INITIAL_PURCHASE,Web,198.45,USD,2019-11-30,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,2,0,0,0,0,198.45,198.45
33933,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-30,2019-12-30,Yes,No,Off,US/Canada,Consumer,Web,Yes,Yes,173,11,0,10,0,0.0,0.0
33934,JPN,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-23,2019-03-23,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,31,1,0,1,0,0.0,0.0
33936,ENG,Limited,INITIAL_PURCHASE,Web,38.22,USD,2020-02-07,2020-05-07,No,No,On,Other,Other,Unknown,No,No,19,13,0,5,0,38.22,38.22
33937,TUR,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-01-24,2019-07-24,No,No,Off,Other,Other,Unknown,No,No,17,0,0,0,0,0.0,0.0
33940,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-02-22,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,7,2,0,1,0,199.0,199.0
33942,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-18,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,6,4,0,2,0,199.0,199.0
33943,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-18,2020-06-18,No,No,On,Other,Other,Unknown,No,No,5,0,0,0,0,35.97,35.97
33944,ESP,Limited,RENEWAL,Web,119.0,USD,2019-03-08,2020-03-08,No,No,Off,Other,Other,Unknown,No,No,9,0,0,0,0,119.0,119.0
33945,FRA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-05-09,2019-08-09,No,No,Off,Other,Other,Unknown,No,No,31,0,0,0,0,0.0,0.0
33947,ENG,Limited,RENEWAL,Web,79.0,USD,2019-04-25,2020-04-25,No,No,On,Other,Other,Unknown,No,No,6,6,0,2,0,79.0,79.0
33949,ALL,Lifetime,INITIAL_PURCHASE,Web,212.13,USD,2020-03-22,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,6,0,0,0,0,212.13,212.13
33950,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-03-19,2019-06-19,No,No,Off,Other,Other,Unknown,No,No,37,0,0,0,0,0.0,0.0
33952,CHI,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2019-12-24,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,2,0,0,0,0,189.0,189.0
33954,ALL,Lifetime,INITIAL_PURCHASE,Web,244.3,EUR,2020-03-28,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,1,1,0,1,0,268.73,268.73
33955,ALL,Lifetime,INITIAL_PURCHASE,Web,212.43,USD,2020-03-11,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,49,24,0,19,0,212.43,212.43
33963,DEU,Limited,INITIAL_PURCHASE,Web,38.49,USD,2019-11-22,2020-02-22,No,No,Off,Other,Other,Unknown,No,No,6,0,0,0,0,38.49,38.49
33966,ITA,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-05-30,2019-08-30,No,No,Off,Other,Other,Unknown,No,No,28,0,0,0,0,0.0,0.0
33968,FRA,Limited,RENEWAL,Web,35.97,USD,2020-01-22,2020-07-22,No,No,On,Other,Other,Unknown,No,No,7,0,0,0,0,35.97,35.97
33969,ENG,Limited,RENEWAL,Web,35.97,USD,2019-04-23,2020-07-23,No,No,On,Other,Other,Unknown,No,No,55,55,54,2,1,35.97,35.97
33970,ESP,Limited,RENEWAL,Web,14.0,USD,2019-07-14,2019-09-14,No,No,Off,Other,Other,Unknown,No,No,18,6,2,4,1,14.0,14.0
33971,ESC,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-05-21,2019-08-21,No,No,Off,Other,Other,Unknown,No,No,34,3,0,3,0,0.0,0.0
33972,TGL,Limited,INITIAL_PURCHASE,Web,143.76,USD,2019-09-03,2021-09-03,No,No,On,Other,Other,Unknown,No,No,2,0,0,0,0,143.76,143.76
33974,TGL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-01-29,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,12,8,8,2,2,199.0,199.0
33976,FRA,Limited,RENEWAL,Web,35.97,USD,2018-11-23,2020-06-21,No,No,On,Other,Other,Unknown,No,No,3,1,0,1,0,35.97,35.97
33978,ESP,Limited,INITIAL_PURCHASE,Web,41.57,USD,2019-07-25,2019-10-28,No,Yes,Off,US/Canada,Consumer,Web,Yes,Yes,175,25,0,22,0,41.57,41.57
33979,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,2020-02-21,2021-02-21,No,No,On,Other,Other,Unknown,No,No,6,0,0,0,0,95.88,95.88
33981,ARA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-02-10,2020-05-10,No,No,Off,Other,Other,Unknown,No,No,8,2,0,2,0,35.97,35.97
33982,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-06-05,2019-09-05,No,No,Off,Other,Other,Unknown,No,No,38,0,0,0,0,0.0,0.0
33983,NED,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-11-16,2019-12-03,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0,0.0,0.0
33984,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-25,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,6,3,0,2,0,199.0,199.0
33985,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-21,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,6,2,0,2,0,199.0,199.0
33986,ESP,Limited,RENEWAL,Web,35.97,USD,2019-11-25,2020-05-25,No,No,On,Other,Other,Unknown,No,No,2,0,0,0,0,35.97,35.97
33987,ALL,Lifetime,INITIAL_PURCHASE,Web,206.01,USD,2020-02-25,2099-01-01,No,No,Off,Other,Other,Unknown,No,No,6,0,0,0,0,206.01,206.01
33988,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-11-26,2019-02-26,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,38,0,0,0,0,0.0,0.0
33989,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-02-16,2020-05-16,No,No,On,Other,Other,Unknown,No,No,10,5,0,2,0,35.97,35.97
33990,SVE,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-06-05,2021-06-05,No,No,On,US/Canada,Consumer,Web,Yes,Yes,2,0,0,0,0,0.0,0.0
33992,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-01,2019-03-14,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,48,0,0,0,0,0.0,0.0
33994,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-05-28,2020-05-29,No,No,Off,Other,Other,Unknown,No,No,2,0,0,0,0,0.0,0.0
34005,ESP,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-12-30,2020-03-30,No,No,Off,US/Canada,Consumer,Web,No,Yes,3,1,0,1,0,39.0,39.0
